分拣中心,日期,小时,货量
SC52,2023/11/1,11,424
SC52,2023/11/27,10,137
SC52,2023/11/9,11,232
SC52,2023/11/27,21,255
SC52,2023/11/28,3,52
SC52,2023/11/5,0,200
SC52,2023/11/26,2,92
SC52,2023/11/20,19,294
SC52,2023/11/13,2,406
SC52,2023/11/27,14,314
SC52,2023/11/27,23,234
SC52,2023/11/10,8,133
SC52,2023/11/13,6,233
SC52,2023/11/26,23,193
SC52,2023/11/18,13,42
SC52,2023/11/11,13,782
SC52,2023/11/18,7,106
SC52,2023/11/9,14,374
SC52,2023/11/19,4,63
SC52,2023/11/27,8,67
SC52,2023/11/12,21,698
SC52,2023/11/2,11,537
SC52,2023/11/4,5,130
SC52,2023/11/26,13,33
SC52,2023/11/13,1,497
SC52,2023/11/3,9,180
SC52,2023/11/11,9,839
SC52,2023/11/11,15,719
SC52,2023/11/17,4,80
SC52,2023/11/21,15,163
SC52,2023/11/20,1,75
SC52,2023/11/16,0,1
SC52,2023/11/28,7,98
SC52,2023/11/4,7,74
SC52,2023/11/27,11,149
SC52,2023/11/7,17,2
SC52,2023/11/13,15,613
SC52,2023/11/4,0,44
SC52,2023/11/8,20,406
SC52,2023/11/13,14,568
SC52,2023/11/1,13,558
SC52,2023/11/8,12,180
SC52,2023/11/10,21,1031
SC52,2023/11/16,12,203
SC52,2023/11/13,8,499
SC52,2023/11/29,3,67
SC52,2023/11/6,15,265
SC52,2023/11/16,9,112
SC52,2023/11/3,1,183
SC52,2023/11/10,19,185
SC52,2023/11/20,13,7
SC52,2023/11/10,11,223
SC52,2023/11/18,9,166
SC52,2023/11/23,17,8
SC52,2023/11/16,22,265
SC52,2023/11/14,8,75
SC52,2023/11/2,6,207
SC52,2023/11/11,1,802
SC52,2023/11/10,17,259
SC52,2023/11/27,19,253
SC52,2023/11/29,1,62
SC52,2023/11/22,21,241
SC52,2023/11/18,12,192
SC52,2023/11/17,9,153
SC52,2023/11/26,8,78
SC52,2023/11/2,0,246
SC52,2023/11/7,2,157
SC52,2023/11/14,16,312
SC52,2023/11/23,20,205
SC52,2023/11/16,14,332
SC52,2023/11/19,3,97
SC52,2023/11/10,14,358
SC52,2023/11/20,16,149
SC52,2023/11/26,12,80
SC52,2023/11/18,21,237
SC52,2023/11/1,21,629
SC52,2023/11/8,2,174
SC52,2023/11/19,15,209
SC52,2023/11/1,4,537
SC52,2023/11/22,1,76
SC52,2023/11/15,13,16
SC52,2023/11/1,12,544
SC52,2023/11/10,0,3
SC52,2023/11/12,18,644
SC52,2023/11/14,1,98
SC52,2023/11/15,23,200
SC52,2023/11/7,23,339
SC52,2023/11/5,10,197
SC52,2023/11/12,3,447
SC52,2023/11/13,20,529
SC52,2023/11/1,6,547
SC52,2023/11/6,11,167
SC52,2023/11/26,10,168
SC52,2023/11/9,20,395
SC52,2023/11/23,13,28
SC52,2023/11/10,9,155
SC52,2023/11/22,11,161
SC52,2023/11/11,0,581
SC52,2023/11/28,8,104
SC52,2023/11/4,22,416
SC52,2023/11/6,21,315
SC52,2023/11/26,0,27
SC52,2023/11/24,14,413
SC52,2023/11/30,8,87
SC52,2023/11/19,16,88
SC52,2023/11/4,8,169
SC52,2023/11/3,2,276
SC52,2023/11/2,18,417
SC52,2023/11/1,14,659
SC52,2023/11/25,20,215
SC52,2023/11/29,18,208
SC52,2023/11/17,3,98
SC52,2023/11/8,7,126
SC52,2023/11/16,1,90
SC52,2023/11/12,22,705
SC52,2023/11/15,15,280
SC52,2023/11/27,22,244
SC52,2023/11/24,3,75
SC52,2023/11/22,16,196
SC52,2023/11/28,21,234
SC52,2023/11/12,1,487
SC52,2023/11/23,14,279
SC52,2023/11/17,11,295
SC52,2023/11/17,18,287
SC52,2023/11/9,19,453
SC52,2023/11/21,7,278
SC52,2023/11/10,2,143
SC52,2023/11/14,2,174
SC52,2023/11/26,14,264
SC52,2023/11/22,2,90
SC52,2023/11/25,2,131
SC52,2023/11/3,20,440
SC52,2023/11/12,7,509
SC52,2023/11/26,18,201
SC52,2023/11/30,0,23
SC52,2023/11/21,22,216
SC52,2023/11/16,20,232
SC52,2023/11/23,10,148
SC52,2023/11/10,7,71
SC52,2023/11/7,10,309
SC52,2023/11/9,3,148
SC52,2023/11/28,14,332
SC52,2023/11/20,8,76
SC52,2023/11/18,18,240
SC52,2023/11/8,22,396
SC52,2023/11/16,11,156
SC52,2023/11/28,0,2
SC52,2023/11/10,1,157
SC52,2023/11/26,20,166
SC52,2023/11/6,12,128
SC52,2023/11/11,2,776
SC52,2023/11/11,20,764
SC52,2023/11/26,7,84
SC52,2023/11/28,1,50
SC52,2023/11/27,6,2
SC52,2023/11/26,17,0
SC52,2023/11/6,19,312
SC52,2023/11/23,9,148
SC52,2023/11/1,23,465
SC52,2023/11/6,0,0
SC52,2023/11/17,14,382
SC52,2023/11/10,15,301
SC52,2023/11/16,7,56
SC52,2023/11/22,8,76
SC52,2023/11/16,15,299
SC52,2023/11/1,1,621
SC52,2023/11/18,2,137
SC52,2023/11/3,8,134
SC52,2023/11/28,11,159
SC52,2023/11/21,8,89
SC52,2023/11/9,13,22
SC52,2023/11/23,2,114
SC52,2023/11/5,5,87
SC52,2023/11/15,1,79
SC52,2023/11/13,10,491
SC52,2023/11/1,3,579
SC52,2023/11/21,16,171
SC52,2023/11/9,8,103
SC52,2023/11/19,22,179
SC52,2023/11/22,17,9
SC52,2023/11/12,0,261
SC52,2023/11/18,22,248
SC52,2023/11/4,1,137
SC52,2023/11/20,2,86
SC52,2023/11/5,6,5
SC52,2023/11/12,14,712
SC52,2023/11/18,4,86
SC52,2023/11/6,3,57
SC52,2023/11/20,20,247
SC52,2023/11/24,12,221
SC52,2023/11/28,22,204
SC52,2023/11/11,16,723
SC52,2023/11/21,12,127
SC52,2023/11/22,23,188
SC52,2023/11/2,10,431
SC52,2023/11/6,9,129
SC52,2023/11/12,16,678
SC52,2023/11/19,23,174
SC52,2023/11/19,13,30
SC52,2023/11/29,19,260
SC52,2023/11/28,15,169
SC52,2023/11/13,5,293
SC52,2023/11/9,21,403
SC52,2023/11/9,12,157
SC52,2023/11/27,15,182
SC52,2023/11/21,11,137
SC52,2023/11/16,10,200
SC52,2023/11/21,23,226
SC52,2023/11/2,1,310
SC52,2023/11/21,19,211
SC52,2023/11/10,22,1064
SC52,2023/11/19,18,201
SC52,2023/11/25,6,1
SC52,2023/11/29,16,195
SC52,2023/11/8,13,39
SC52,2023/11/12,23,480
SC52,2023/11/1,8,675
SC52,2023/11/24,1,88
SC52,2023/11/3,18,343
SC52,2023/11/11,18,706
SC52,2023/11/19,7,36
SC52,2023/11/15,20,303
SC52,2023/11/14,10,146
SC52,2023/11/14,17,29
SC52,2023/11/30,1,59
SC52,2023/11/16,8,93
SC52,2023/11/15,18,240
SC52,2023/11/8,1,125
SC52,2023/11/16,17,57
SC52,2023/11/5,7,84
SC52,2023/11/24,13,31
SC52,2023/11/2,16,526
SC52,2023/11/12,20,768
SC52,2023/11/14,3,146
SC52,2023/11/9,23,382
SC52,2023/11/30,7,111
SC52,2023/11/22,3,36
SC52,2023/11/29,0,0
SC52,2023/11/17,22,290
SC52,2023/11/17,7,131
SC52,2023/11/18,20,263
SC52,2023/11/9,4,86
SC52,2023/11/12,9,680
SC52,2023/11/10,10,236
SC52,2023/11/18,8,97
SC52,2023/11/27,7,77
SC52,2023/11/13,17,242
SC52,2023/11/13,0,242
SC52,2023/11/9,2,122
SC52,2023/11/17,19,393
SC52,2023/11/21,13,39
SC52,2023/11/18,10,198
SC52,2023/11/18,17,3
SC52,2023/11/14,20,323
SC52,2023/11/18,14,364
SC52,2023/11/16,16,330
SC52,2023/11/10,16,276
SC52,2023/11/22,20,226
SC52,2023/11/21,18,218
SC52,2023/11/3,22,358
SC52,2023/11/26,3,88
SC52,2023/11/18,3,96
SC52,2023/11/17,10,237
SC52,2023/11/15,16,293
SC52,2023/11/30,9,140
SC52,2023/11/9,9,207
SC52,2023/11/11,7,848
SC52,2023/11/20,3,56
SC52,2023/11/15,12,140
SC52,2023/11/17,8,112
SC52,2023/11/9,5,1
SC52,2023/11/5,1,56
SC52,2023/11/16,3,80
SC52,2023/11/25,18,237
SC52,2023/11/21,17,4
SC52,2023/11/30,15,214
SC52,2023/11/15,3,71
SC52,2023/11/6,7,50
SC52,2023/11/12,4,428
SC52,2023/11/29,11,147
SC52,2023/11/20,7,51
SC52,2023/11/2,5,238
SC52,2023/11/22,22,209
SC52,2023/11/13,13,606
SC52,2023/11/23,18,216
SC52,2023/11/4,15,409
SC52,2023/11/19,10,172
SC52,2023/11/15,14,282
SC52,2023/11/13,4,330
SC52,2023/11/15,21,288
SC52,2023/11/14,22,216
SC52,2023/11/10,18,341
SC52,2023/11/22,7,66
SC52,2023/11/20,22,207
SC52,2023/11/16,18,304
SC52,2023/11/21,10,211
SC52,2023/11/10,3,75
SC52,2023/11/9,15,350
SC52,2023/11/5,2,199
SC52,2023/11/6,17,2
SC52,2023/11/23,8,76
SC52,2023/11/12,6,292
SC52,2023/11/14,7,35
SC52,2023/11/27,9,111
SC52,2023/11/29,15,239
SC52,2023/11/5,20,273
SC52,2023/11/2,15,579
SC52,2023/11/7,8,134
SC52,2023/11/6,10,162
SC52,2023/11/13,23,247
SC52,2023/11/24,16,280
SC52,2023/11/19,20,139
SC52,2023/11/18,1,58
SC52,2023/11/29,22,250
SC52,2023/11/6,14,307
SC52,2023/11/7,21,397
SC52,2023/11/5,9,185
SC52,2023/11/28,17,0
SC52,2023/11/23,12,97
SC52,2023/11/2,22,427
SC52,2023/11/12,8,689
SC52,2023/11/26,1,80
SC52,2023/11/4,17,16
SC52,2023/11/30,17,19
SC52,2023/11/28,10,169
SC52,2023/11/2,7,386
SC52,2023/11/7,12,188
SC52,2023/11/4,10,423
SC52,2023/11/23,21,250
SC52,2023/11/15,6,0
SC52,2023/11/8,8,131
SC52,2023/11/29,7,92
SC52,2023/11/30,10,183
SC52,2023/11/13,18,455
SC52,2023/11/19,2,122
SC52,2023/11/1,16,660
SC5,2023/11/26,2,1587
SC5,2023/11/7,13,2406
SC5,2023/11/27,14,196
SC5,2023/11/23,4,2250
SC5,2023/11/10,16,0
SC5,2023/11/18,14,891
SC5,2023/11/7,3,2368
SC5,2023/11/27,17,0
SC5,2023/11/26,16,0
SC5,2023/11/8,9,19
SC5,2023/11/4,19,958
SC5,2023/11/1,18,2261
SC5,2023/11/3,22,1518
SC5,2023/11/17,17,0
SC5,2023/11/4,9,27
SC5,2023/11/19,18,0
SC5,2023/11/28,19,1118
SC5,2023/11/9,6,0
SC5,2023/11/11,22,2438
SC5,2023/11/3,7,0
SC5,2023/11/28,9,10
SC5,2023/11/26,20,1427
SC5,2023/11/9,13,2395
SC5,2023/11/30,8,0
SC5,2023/11/15,5,1691
SC5,2023/11/11,20,3208
SC5,2023/11/3,8,0
SC5,2023/11/30,11,376
SC5,2023/11/12,9,1376
SC5,2023/11/4,11,983
SC5,2023/11/23,18,0
SC5,2023/11/8,23,1684
SC5,2023/11/9,1,2524
SC5,2023/11/20,11,346
SC5,2023/11/20,19,1333
SC5,2023/11/13,20,3019
SC5,2023/11/11,0,2757
SC5,2023/11/25,0,1986
SC5,2023/11/8,3,2521
SC5,2023/11/12,3,3278
SC5,2023/11/10,9,1
SC5,2023/11/23,23,2123
SC5,2023/11/7,23,1694
SC5,2023/11/5,17,0
SC5,2023/11/13,2,2873
SC5,2023/11/14,19,899
SC5,2023/11/3,0,1995
SC5,2023/11/6,5,2618
SC5,2023/11/25,22,259
SC5,2023/11/17,10,1
SC5,2023/11/18,3,2017
SC5,2023/11/11,7,2189
SC5,2023/11/6,3,2224
SC5,2023/11/22,2,2181
SC5,2023/11/9,9,28
SC5,2023/11/14,20,2673
SC5,2023/11/7,9,22
SC5,2023/11/8,20,2421
SC5,2023/11/24,4,2224
SC5,2023/11/3,6,0
SC5,2023/11/8,2,2185
SC5,2023/11/1,4,3395
SC5,2023/11/14,11,744
SC5,2023/11/13,23,2811
SC5,2023/11/14,2,1862
SC5,2023/11/22,20,2314
SC5,2023/11/20,3,1913
SC5,2023/11/19,5,1497
SC5,2023/11/13,14,1057
SC5,2023/11/23,9,15
SC5,2023/11/6,11,994
SC5,2023/11/5,22,609
SC5,2023/11/24,13,2119
SC5,2023/11/24,23,2495
SC5,2023/11/1,23,2387
SC5,2023/11/5,7,0
SC5,2023/11/12,2,3593
SC5,2023/11/15,20,1642
SC5,2023/11/18,20,2027
SC5,2023/11/22,3,1829
SC5,2023/11/29,16,0
SC5,2023/11/21,1,1691
SC5,2023/11/11,6,1011
SC5,2023/11/1,13,3322
SC5,2023/11/6,19,1013
SC5,2023/11/17,22,932
SC5,2023/11/29,11,292
SC5,2023/11/19,10,0
SC5,2023/11/15,21,2957
SC5,2023/11/8,13,2506
SC5,2023/11/19,17,0
SC5,2023/11/14,3,2718
SC5,2023/11/7,18,0
SC5,2023/11/27,10,0
SC5,2023/11/2,21,1948
SC5,2023/11/15,17,0
SC5,2023/11/26,3,1863
SC5,2023/11/30,9,11
SC5,2023/11/15,16,0
SC5,2023/11/2,16,1266
SC5,2023/11/12,20,1569
SC5,2023/11/5,10,2
SC5,2023/11/6,15,0
SC5,2023/11/23,13,2211
SC5,2023/11/22,11,341
SC5,2023/11/22,19,818
SC5,2023/11/16,9,15
SC5,2023/11/21,8,2
SC5,2023/11/18,2,2104
SC5,2023/11/9,4,2723
SC5,2023/11/25,4,1891
SC5,2023/11/25,8,1
SC5,2023/11/24,18,0
SC5,2023/11/19,22,412
SC5,2023/11/3,4,3143
SC5,2023/11/19,11,368
SC5,2023/11/15,10,1
SC5,2023/11/1,9,1377
SC5,2023/11/28,11,289
SC5,2023/11/21,18,0
SC5,2023/11/30,19,996
SC5,2023/11/5,6,2
SC5,2023/11/27,8,1
SC5,2023/11/20,2,2325
SC5,2023/11/26,14,373
SC5,2023/11/13,0,2620
SC5,2023/11/15,2,2581
SC5,2023/11/7,2,2430
SC5,2023/11/15,1,1803
SC5,2023/11/18,21,1267
SC5,2023/11/20,20,2376
SC5,2023/11/30,17,0
SC5,2023/11/15,6,26
SC5,2023/11/30,20,1759
SC5,2023/11/4,2,2042
SC5,2023/11/17,0,3536
SC5,2023/11/19,15,0
SC5,2023/11/2,1,2966
SC5,2023/11/14,8,0
SC5,2023/11/23,3,1599
SC5,2023/11/16,20,2677
SC5,2023/11/9,19,773
SC5,2023/11/26,17,0
SC5,2023/11/9,2,2369
SC5,2023/11/7,4,2277
SC5,2023/11/1,6,783
SC5,2023/11/5,0,4210
SC5,2023/11/3,5,932
SC5,2023/11/3,15,26
SC5,2023/11/11,15,1805
SC5,2023/11/24,11,235
SC5,2023/11/19,23,1054
SC5,2023/11/13,12,987
SC5,2023/11/1,11,1878
SC5,2023/11/21,10,0
SC5,2023/11/9,23,1137
SC5,2023/11/11,5,2665
SC5,2023/11/8,10,12
SC5,2023/11/15,12,1187
SC5,2023/11/29,22,183
SC5,2023/11/28,10,1
SC5,2023/11/26,1,1492
SC5,2023/11/19,20,2402
SC5,2023/11/4,17,0
SC5,2023/11/7,12,547
SC5,2023/11/8,8,0
SC5,2023/11/24,16,0
SC5,2023/11/20,12,688
SC5,2023/11/12,17,1372
SC5,2023/11/15,3,2092
SC5,2023/11/13,9,853
SC5,2023/11/26,13,2109
SC5,2023/11/18,23,1759
SC5,2023/11/9,8,2
SC5,2023/11/4,22,384
SC5,2023/11/20,1,1682
SC5,2023/11/21,3,2069
SC5,2023/11/6,16,0
SC5,2023/11/23,14,444
SC5,2023/11/1,2,3627
SC5,2023/11/5,19,1105
SC5,2023/11/24,2,2085
SC5,2023/11/22,12,822
SC5,2023/11/12,10,2705
SC5,2023/11/14,21,2828
SC5,2023/11/3,3,3362
SC5,2023/11/6,14,1052
SC5,2023/11/2,6,90
SC5,2023/11/28,0,1788
SC5,2023/11/2,8,651
SC5,2023/11/13,7,0
SC5,2023/11/25,3,1752
SC5,2023/11/5,11,834
SC5,2023/11/1,20,2255
SC5,2023/11/7,17,1
SC5,2023/11/23,17,0
SC5,2023/11/10,7,0
SC5,2023/11/16,7,0
SC5,2023/11/13,15,26
SC5,2023/11/4,0,3910
SC5,2023/11/10,22,1804
SC5,2023/11/9,12,942
SC5,2023/11/26,4,1543
SC5,2023/11/16,15,3
SC5,2023/11/25,16,0
SC5,2023/11/22,1,1600
SC5,2023/11/11,16,2636
SC5,2023/11/7,21,1959
SC5,2023/11/23,12,863
SC5,2023/11/2,7,1237
SC5,2023/11/30,0,1606
SC5,2023/11/18,18,0
SC5,2023/11/23,10,0
SC5,2023/11/13,5,1216
SC5,2023/11/19,2,2156
SC5,2023/11/20,0,3327
SC5,2023/11/10,20,2792
SC5,2023/11/16,2,2711
SC5,2023/11/18,16,0
SC5,2023/11/21,13,1799
SC5,2023/11/22,17,0
SC5,2023/11/22,10,1
SC5,2023/11/27,18,0
SC5,2023/11/20,14,203
SC5,2023/11/2,10,1422
SC5,2023/11/13,21,2798
SC5,2023/11/26,18,0
SC5,2023/11/7,8,0
SC5,2023/11/10,18,0
SC5,2023/11/13,4,2218
SC5,2023/11/13,13,2569
SC5,2023/11/14,7,0
SC5,2023/11/5,2,2584
SC5,2023/11/20,22,472
SC5,2023/11/5,20,2030
SC5,2023/11/16,18,0
SC5,2023/11/29,15,0
SC5,2023/11/12,6,905
SC5,2023/11/23,8,0
SC5,2023/11/11,8,1818
SC5,2023/11/17,11,440
SC5,2023/11/21,23,1081
SC5,2023/11/29,1,1476
SC5,2023/11/6,10,1
SC5,2023/11/2,5,1918
SC5,2023/11/14,22,1255
SC5,2023/11/8,6,0
SC5,2023/11/2,15,0
SC5,2023/11/22,22,420
SC5,2023/11/29,5,1594
SC5,2023/11/22,7,0
SC5,2023/11/6,17,0
SC5,2023/11/30,10,0
SC5,2023/11/4,10,3
SC5,2023/11/12,8,1053
SC5,2023/11/27,9,10
SC5,2023/11/5,9,23
SC5,2023/11/30,3,1735
SC5,2023/11/27,21,844
SC5,2023/11/20,9,14
SC5,2023/11/23,11,427
SC5,2023/11/17,1,1631
SC5,2023/11/24,15,0
SC5,2023/11/2,22,1880
SC5,2023/11/27,12,766
SC5,2023/11/2,2,3851
SC5,2023/11/22,9,13
SC5,2023/11/15,23,1552
SC5,2023/11/8,18,0
SC5,2023/11/4,7,0
SC5,2023/11/1,21,2576
SC5,2023/11/19,8,6
SC5,2023/11/1,7,1954
SC5,2023/11/14,1,2113
SC5,2023/11/23,21,1739
SC5,2023/11/1,16,2569
SC5,2023/11/6,20,2764
SC5,2023/11/15,0,2252
SC5,2023/11/13,8,511
SC5,2023/11/29,14,401
SC5,2023/11/8,16,0
SC5,2023/11/19,4,1863
SC5,2023/11/24,6,1
SC5,2023/11/21,0,1852
SC5,2023/11/19,13,2138
SC5,2023/11/28,2,2024
SC5,2023/11/28,20,2068
SC5,2023/11/7,16,0
SC5,2023/11/29,17,0
SC5,2023/11/28,17,0
SC5,2023/11/30,22,280
SC5,2023/11/5,1,1812
SC5,2023/11/23,19,1139
SC5,2023/11/3,16,0
SC5,2023/11/20,21,1214
SC5,2023/11/8,17,0
SC5,2023/11/13,22,845
SC5,2023/11/11,3,3245
SC5,2023/11/24,21,1348
SC5,2023/11/19,14,469
SC5,2023/11/28,22,189
SC5,2023/11/7,14,1332
SC5,2023/11/22,21,1746
SC5,2023/11/14,12,650
SC5,2023/11/5,4,2203
SC5,2023/11/16,21,1030
SC5,2023/11/10,0,3993
SC5,2023/11/16,0,2240
SC5,2023/11/12,18,2070
SC5,2023/11/1,12,3071
SC5,2023/11/13,18,0
SC5,2023/11/18,1,1686
SC5,2023/11/1,15,1140
SC5,2023/11/25,5,1279
SC5,2023/11/5,18,0
SC5,2023/11/30,2,1826
SC5,2023/11/15,18,0
SC5,2023/11/21,4,2377
SC5,2023/11/5,8,0
SC5,2023/11/24,5,1533
SC5,2023/11/24,20,2303
SC5,2023/11/3,18,0
SC5,2023/11/27,19,817
SC5,2023/11/9,21,1639
SC5,2023/11/25,17,0
SC5,2023/11/2,9,1130
SC5,2023/11/25,10,1
SC5,2023/11/3,17,0
SC5,2023/11/4,13,2298
SC5,2023/11/23,6,2
SC5,2023/11/10,13,2106
SC5,2023/11/12,16,2020
SC5,2023/11/4,20,2617
SC5,2023/11/29,10,0
SC5,2023/11/15,15,0
SC5,2023/11/24,19,1210
SC5,2023/11/2,14,1053
SC5,2023/11/3,20,3145
SC5,2023/11/29,18,0
SC5,2023/11/6,12,774
SC5,2023/11/6,21,1847
SC5,2023/11/26,0,1670
SC5,2023/11/10,1,2278
SC5,2023/11/19,16,0
SC5,2023/11/3,2,2693
SC5,2023/11/17,3,2242
SC5,2023/11/8,22,595
SC5,2023/11/24,14,505
SC5,2023/11/12,22,2785
SC5,2023/11/28,8,0
SC5,2023/11/18,0,4052
SC5,2023/11/17,19,1012
SC5,2023/11/18,10,0
SC5,2023/11/2,20,2433
SC5,2023/11/26,10,0
SC5,2023/11/9,5,2241
SC5,2023/11/1,14,1173
SC5,2023/11/21,17,0
SC5,2023/11/18,17,0
SC5,2023/11/16,16,0
SC5,2023/11/15,4,2126
SC5,2023/11/15,13,2032
SC5,2023/11/25,15,0
SC5,2023/11/6,9,18
SC5,2023/11/1,19,1901
SC5,2023/11/9,11,1166
SC5,2023/11/3,10,956
SC5,2023/11/6,18,0
SC5,2023/11/12,19,1821
SC5,2023/11/4,4,2867
SC5,2023/11/17,18,0
SC5,2023/11/10,4,2333
SC5,2023/11/9,22,709
SC5,2023/11/11,18,1822
SC5,2023/11/14,14,16
SC5,2023/11/9,20,2481
SC5,2023/11/24,12,734
SC5,2023/11/20,10,0
SC5,2023/11/12,0,3759
SC5,2023/11/27,4,1687
SC5,2023/11/26,7,4
SC5,2023/11/4,1,2424
SC5,2023/11/27,23,2887
SC5,2023/11/20,8,0
SC5,2023/11/5,21,1791
SC5,2023/11/16,1,2155
SC5,2023/11/7,10,3
SC5,2023/11/25,20,1819
SC5,2023/11/2,18,1263
SC5,2023/11/16,22,477
SC5,2023/11/28,4,1201
SC5,2023/11/11,17,1349
SC5,2023/11/5,12,1259
SC5,2023/11/28,13,1952
SC5,2023/11/8,11,1238
SC5,2023/11/23,16,0
SC5,2023/11/17,21,1105
SC5,2023/11/18,11,347
SC5,2023/11/27,2,1787
SC5,2023/11/17,12,809
SC5,2023/11/19,1,1500
SC5,2023/11/12,7,1021
SC5,2023/11/2,17,993
SC5,2023/11/19,3,1821
SC5,2023/11/17,8,1
SC5,2023/11/14,5,1548
SC5,2023/11/24,0,2195
SC5,2023/11/13,3,3119
SC5,2023/11/15,14,926
SC5,2023/11/25,2,2031
SC5,2023/11/11,2,3325
SC5,2023/11/4,8,0
SC5,2023/11/25,18,0
SC5,2023/11/10,3,1875
SC5,2023/11/9,15,0
SC5,2023/11/30,18,0
SC5,2023/11/11,14,1718
SC5,2023/11/4,3,3403
SC5,2023/11/14,0,2983
SC5,2023/11/10,8,0
SC5,2023/11/28,1,1472
SC5,2023/11/17,2,2400
SC5,2023/11/8,0,3863
SC5,2023/11/13,6,0
SC5,2023/11/18,22,345
SC5,2023/11/27,11,285
SC5,2023/11/22,8,0
SC5,2023/11/11,10,2693
SC5,2023/11/3,14,997
SC5,2023/11/26,6,539
SC5,2023/11/17,9,15
SC5,2023/11/21,11,365
SC5,2023/11/12,1,3187
SC5,2023/11/21,19,1234
SC5,2023/11/29,19,1166
SC5,2023/11/12,4,3544
SC5,2023/11/30,5,1830
SC5,2023/11/28,15,5
SC5,2023/11/1,8,1664
SC5,2023/11/2,19,1866
SC5,2023/11/12,23,2795
SC5,2023/11/4,5,1605
SC5,2023/11/8,4,2540
SC5,2023/11/12,13,3246
SC5,2023/11/4,15,8
SC5,2023/11/22,15,0
SC5,2023/11/30,4,2406
SC5,2023/11/30,13,2158
SC5,2023/11/8,19,1143
SC5,2023/11/9,0,3578
SC5,2023/11/28,23,2455
SC5,2023/11/4,23,1306
SC5,2023/11/1,22,2952
SC5,2023/11/5,14,1141
SC5,2023/11/2,11,1682
SC5,2023/11/20,5,1127
SC5,2023/11/16,4,2221
SC5,2023/11/22,5,1161
SC5,2023/11/18,19,963
SC5,2023/11/6,22,685
SC5,2023/11/30,15,0
SC5,2023/11/20,15,0
SC5,2023/11/26,11,342
SC5,2023/11/16,13,2218
SC5,2023/11/5,23,1116
SC5,2023/11/10,21,2606
SC5,2023/11/14,15,0
SC5,2023/11/16,3,2193
SC5,2023/11/16,10,1
SC5,2023/11/2,0,3245
SC5,2023/11/21,22,819
SC5,2023/11/1,0,2174
SC5,2023/11/10,14,912
SC5,2023/11/23,20,1674
SC5,2023/11/7,6,1
SC5,2023/11/26,19,793
SC5,2023/11/10,23,2910
SC5,2023/11/14,16,0
SC5,2023/11/30,23,2086
SC5,2023/11/12,11,1814
SC5,2023/11/27,22,135
SC5,2023/11/23,2,2145
SC5,2023/11/26,12,857
SC5,2023/11/24,3,1715
SC5,2023/11/13,10,384
SC5,2023/11/17,20,1971
SC5,2023/11/19,21,1024
SC5,2023/11/26,22,280
SC5,2023/11/26,21,1393
SC5,2023/11/18,12,679
SC5,2023/11/7,20,2472
SC5,2023/11/20,16,0
SC5,2023/11/5,15,1
SC5,2023/11/5,5,2115
SC5,2023/11/16,14,1128
SC5,2023/11/22,16,0
SC5,2023/11/5,3,2839
SC5,2023/11/21,9,10
SC5,2023/11/8,1,1866
SC5,2023/11/14,17,0
SC5,2023/11/20,17,0
SC5,2023/11/10,2,2635
SC5,2023/11/27,20,2285
SC5,2023/11/21,14,797
SC5,2023/11/28,5,1930
SC5,2023/11/5,13,2141
SC5,2023/11/16,12,929
SC5,2023/11/27,5,1645
SC5,2023/11/11,23,2841
SC5,2023/11/29,21,1956
SC5,2023/11/17,6,339
SC5,2023/11/12,14,1572
SC5,2023/11/11,13,3310
SC5,2023/11/14,10,5
SC5,2023/11/27,13,2075
SC5,2023/11/30,1,1906
SC5,2023/11/9,14,833
SC5,2023/11/19,19,1080
SC5,2023/11/4,16,0
SC5,2023/11/3,23,841
SC5,2023/11/3,13,2298
SC5,2023/11/13,17,408
SC5,2023/11/25,13,1800
SC5,2023/11/25,23,2326
SC5,2023/11/19,12,529
SC5,2023/11/4,18,0
SC5,2023/11/25,14,1066
SC5,2023/11/23,1,1296
SC5,2023/11/15,19,1046
SC5,2023/11/30,12,744
SC5,2023/11/30,21,1374
SC5,2023/11/4,21,1899
SC5,2023/11/17,4,2434
SC5,2023/11/26,8,0
SC5,2023/11/30,16,0
SC5,2023/11/8,14,1088
SC5,2023/11/24,9,1
SC5,2023/11/3,9,25
SC5,2023/11/28,12,593
SC5,2023/11/28,21,974
SC5,2023/11/11,9,1439
SC5,2023/11/4,12,1011
SC5,2023/11/15,22,1417
SC5,2023/11/21,5,1255
SC5,2023/11/21,15,0
SC5,2023/11/15,7,0
SC5,2023/11/29,9,13
SC5,2023/11/24,22,821
SC5,2023/11/29,12,875
SC5,2023/11/11,4,3535
SC5,2023/11/27,1,1596
SC5,2023/11/2,12,1633
SC5,2023/11/25,9,12
SC5,2023/11/17,13,2165
SC5,2023/11/7,1,1780
SC5,2023/11/22,0,2764
SC5,2023/11/15,11,348
SC5,2023/11/18,6,3
SC5,2023/11/28,18,0
SC5,2023/11/17,23,1619
SC5,2023/11/16,17,0
SC5,2023/11/10,10,0
SC5,2023/11/10,17,2
SC5,2023/11/6,23,1852
SC5,2023/11/7,19,1300
SC5,2023/11/6,4,1876
SC5,2023/11/29,2,1843
SC5,2023/11/19,6,7
SC5,2023/11/7,0,2372
SC5,2023/11/15,9,14
SC5,2023/11/29,0,2173
SC5,2023/11/18,8,0
SC5,2023/11/14,9,20
SC5,2023/11/13,16,772
SC5,2023/11/6,13,2121
